x1,x2,x3,x4,v1,v2,v3,v4,v5,m,output
0.313066,0.259852,0.228658,0.055807,5.182122,0.458264,5.063519,0.247655,4.423032,B,0.702
0.357092,0.225179,0.287092,0.050604,5.892055,0.459801,4.932013,0.548327,9.866155,B,0.978
0.355992,0.233174,0.258567,0.050328,4.61283,0.513353,5.042306,0.257534,9.746158,B,0.927
0.276334,0.25039,0.296256,0.049871,4.576206,0.508168,4.873144,0.670401,9.987248,B,0.135
0.344419,0.243801,0.226478,0.056101,4.588632,0.531801,4.921735,0.316607,8.177184,B,0.927
0.35506,0.25974,0.257591,0.063111,4.539698,0.532611,4.876204,0.028208,9.95178,B,0.993
0.3133,0.295209,0.258917,0.061662,4.377815,0.519727,5.150049,0.534942,6.953817,B,0.988
0.268379,0.256409,0.29262,0.050178,5.182189,0.528258,4.989865,0.911312,9.955263,B,0.152
0.269914,0.291304,0.293287,0.049647,5.06246,0.522418,4.948996,0.355222,9.870314,B,0.727
0.314627,0.284698,0.22847,0.061,5.741836,0.518503,5.041036,0.403738,0.141571,B,0.948
0.352415,0.224631,0.288591,0.061212,5.651684,0.522257,5.11195,0.490183,9.942683,B,0.97
0.311728,0.287908,0.267377,0.050223,4.607009,0.580035,4.96051,0.522566,9.315226,B,0.989
0.27685,0.231993,0.263901,0.056121,4.341508,0.585526,4.971118,0.128752,9.455005,B,0.105
0.342466,0.260875,0.26256,0.056436,4.583147,0.590847,5.010259,0.109113,9.9834599999999991,B,0.988
0.302554,0.292921,0.26614,0.062589,4.401786,0.580003,5.043792,0.193261,9.454914,B,0.978
0.269929,0.297196,0.262158,0.050107,5.223888,0.579484,4.997427,0.602794,9.746368,B,0.176
0.305869,0.259166,0.293262,0.050521,5.959216,0.577135,5.121465,0.251634,0.400343,B,0.674
0.311007,0.229631,0.231277,0.055228,5.814184,0.574634,4.92982,0.151811,8.458895,B,0.335
0.280296,0.2967,0.266468,0.056874,5.791356,0.577858,5.088224,0.402093,4.523094,B,0.758
0.31799,0.289253,0.238432,0.062896,5.837831,0.56989,5.031771,0.063284000000000007,5.124771,B,0.761
0.268684,0.294529,0.259555,0.062213,5.962583,0.5816,5.130624,0.53471,6.447131,B,0.598
0.315795,0.227244,0.254011,0.055672,4.49945,0.443957,5.666862,0.339739,9.161153,B,0.217
0.279003,0.292681,0.267783,0.056922,4.499956,0.458439,5.729968,0.616534,1.02935,B,0.845
0.318252,0.230007,0.264143,0.062328,4.629464,0.459772,5.519807,0.729767,2.397442,B,0.318
0.317665,0.227069,0.289879,0.061511,5.02296,0.464278,5.617166,0.589081,9.917769,B,0.592
0.272892,0.227939,0.287515,0.050955,5.706745,0.429626,5.598055,0.789147,5.893283,B,0.08
0.27657,0.234069,0.229348,0.0618,5.207442,0.511253,5.841089,0.439084,6.489095,B,0.16
0.351133,0.230905,0.252628,0.051954,5.804697,0.590713,5.873353,0.444296,1.015469,B,0.751
0.315084,0.265281,0.294314,0.048835,5.911113,0.595486,5.634509,0.779766,9.995517,B,0.913
0.278621,0.297882,0.267314,0.055552,5.013561,0.446368,6.174172,0.178455,6.283765,B,0.454
0.317015,0.2233,0.291084,0.05694,5.751945,0.439354,6.208298,0.728935,9.667214,B,0.605
0.276203,0.293548,0.263033,0.050509,4.475258,0.524667,6.139729,0.176103,1.674446,B,0.322
0.349295,0.288409,0.230689,0.059769,4.470914,0.524458,6.180455,0.332686,9.368869,B,0.985
0.274781,0.260574,0.286132,0.05541,5.213761,0.512573,6.245742,0.614098,9.804506,B,0.267
0.307526,0.229671,0.229694,0.051374,5.876399,0.51495899999999994,6.083807,0.594765,5.846362,B,0.269
0.283,0.296494,0.258581,0.049961,5.776786,0.519497,6.075683,0.174486,0.254769,B,0.384
0.283098,0.229855,0.29287,0.050415,5.724796,0.526339,6.174179,0.419796,9.613683,B,0.19
0.309919,0.262723,0.231375,0.056643,5.634007,0.51136,6.213325,0.346687,4.249637,B,0.782
0.319541,0.2649,0.235458,0.050355,5.156456,0.580112,6.195064,0.341617,9.533455,B,0.684
0.267707,0.264123,0.295318,0.051051,5.181913,0.598854,6.207982,0.862019,6.299032,B,0.144
0.276837,0.293813,0.289666,0.062218999999999997,5.871556,0.588913,6.212734,0.494039,9.483853,B,0.888
0.321734,0.295357,0.261608,0.040541,0.24292,0.044497,1.124571,0.493381,9.978109,B,0.999
0.032881,0.05728,0.035222,0.022511,9.922837,0.022301,10.046882,0.709523,0.123179,B,0.885
0.316063,0.185704,0.3532,0.016728,5.080123,0.341358,4.200506,0.608442,6.568825,B,0.881
0.313955,0.193257,0.349351,0.021088,6.806583,0.319492,4.048585,0.263965,9.481573,B,0.919
0.422743,0.098385,0.169766,0.018001,5.051991,0.69328,3.974599,0.495576,9.656998,B,0.713
0.315232,0.14758,0.258544,0.028327,5.079599,0.699347,3.982696,0.300873,8.062778,B,0.437
0.315238,0.217523,0.257263,0.056782,6.851904,0.512158,7.164284,0.898903,9.821301,B,0.295
0.306474,0.153527,0.262783,0.034194,3.481728,0.69421600000000006,7.142108,0.348772,8.463267,B,0.482
0.350097,0.163971,0.255858,0.024081,4.559278,0.51535,5.237257,0.481496,0.253643,B,0.48
0.352952,0.200365,0.258657,0.081023,5.768029,0.530824,5.118152,0.440671,9.395539,B,0.775
0.351015,0.182461,0.286823,0.06675,5.663273,0.510351,5.093309,0.165723,8.906338,B,0.896
0.354124,0.178892,0.232031,0.070884,4.63462,0.459608,5.615248,0.610542,9.892608,B,0.463
0.358504,0.166281,0.29265,0.082232,4.529009,0.516236,5.557917,0.294842,9.92475,B,0.778
0.274446,0.22178,0.293666,0.08177,4.612595,0.464505,6.235208,0.797551,9.989135,B,0.219
0.309257,0.177507,0.29302,0.015552,4.580895,0.467258,6.202339,0.733468,9.814141,B,0.264
0.320198,0.202788,0.296103,0.079652,4.642407,0.4524,6.099043,0.467552,5.74012,B,0.687
0.316145,0.202521,0.298917,0.035472,4.508863,0.462244,6.341439,0.57219,5.200446,B,0.5
0.352315,0.158096,0.294853,0.049081,5.699168,0.459215,6.159687,0.568195,0.888698,B,0.703
0.354504,0.196841,0.231148,0.09921,4.915342,0.511164,6.301974,0.441667,9.958613,B,0.57
0.317218,0.191892,0.293141,0.080227,4.943116,0.588826,6.330645,0.858985,8.112347,B,0.55
0.01896,0.023942,0.007642,0.057176,5.164571,0.524919,1.222968,0.080665,8.148831,C,0.995
0.013373,0.255997,0.498128,0.012056,5.097443,0.989027,1.134723,0.671687,9.844435,C,0.956
0.021369,0.026091,0.026701,0.011107,9.99191,0.988817,1.181959,0.482458,5.402131,C,0.967
0.019923,0.031141,0.020059,0.100709,5.210513,0.039535,5.728593,0.847291,2.034053,C,0.975
0.024488,0.028098,0.504702,0.099922,5.200784,0.035113,5.650888,0.795497,8.294382,C,0.985
0.03649,0.255621,0.502681,0.098644,0.27919,0.516917,5.655878,0.615884,4.602297,C,0.607
0.026305,0.264325,0.259153,0.012914,9.957518,0.519973,5.666913,0.336339,3.937908,C,0.784
0.034253,0.024554,0.027847,0.098826,10.014887,0.509639,5.404335,0.68818,6.338643,C,0.61
0.024852,0.025416,0.499367,0.056184,0.354904,0.995448,5.698665,0.883818,8.8757,C,0.986
0.027712,0.018911,0.256589,0.098755,5.239719,1.013488,5.616336,0.879595,1.883718,C,0.973
0.300989,0.265355,0.259922,0.057081,9.907849,1.002588,5.575215,0.513074,0.240854,C,0.616
0.027038,0.028069,0.496789,0.013638,0.471893,0.040854,10.064214,0.588847,0.039985,C,0.986
0.314321,0.023084,0.018491,0.012545,9.897417,0.027691,9.924022,0.682663,3.67874,C,0.854
0.022986,0.260701,0.264118,0.05634,9.978864,0.031995,10.033422,0.302014,4.183627,C,0.815
0.026509,0.261176,0.507572,0.055513,9.955836,0.038449,9.944527,0.392683,0.50453,C,0.854
0.307647,0.258213,0.258801,0.0557,5.093055,0.523875,9.889831,0.765927,2.834906,C,0.512
0.01941,0.016568,0.258077,0.012041,0.251262,0.998599,10.007175,0.640791,0.723556,C,0.995
0.030144,0.264866,0.25852,0.01202,0.33247,0.998705,9.796479,0.512984,2.083447,C,0.667
0.032911,0.263089,0.50971,0.012396,0.197311,0.998884,10.062159,0.355882,0.018295,C,0.736
0.027524,0.024465,0.501455,0.098761,5.185424,0.986441,9.98831,0.810884,1.563755,C,0.96
0.312299,0.017294,0.022901,0.011743,9.948501,1.018897,10.041914,0.722336,0.697434,C,0.608
0.310874,0.020466,0.263853,0.012358,10.017489,1.004266,9.96376,0.408428,8.767559,C,0.155
0.021821,0.260867,0.261308,0.055569,10.050748,0.976266,10.112515,0.756541,7.150122,C,0.934
0.315819,0.17541,0.168003,0.072459,3.340659,0.516805,3.921286,0.630229,9.876298,C,0.347
0.202996,0.271491,0.34469,0.056925,5.164171,0.527968,3.813162,0.341467,9.049083,C,0.095
0.207525,0.255663,0.258084,0.054889,5.035685,0.692219,3.919341,0.552997,9.942957,C,0.197
0.422608,0.176599,0.26193,0.055733,3.472669,0.319899,5.564878,0.343202,2.138347,C,0.997
0.321835,0.170624,0.165302,0.056765,5.239828,0.353043,5.523126,0.740708,4.959584,C,0.355
0.211381,0.175721,0.169564,0.071873,5.122973,0.346034,5.650353,0.402892,0.083518,C,0.31
0.320432,0.265334,0.26631,0.039845,3.248924,0.519614,5.766708,0.600617,1.073413,C,0.978
0.313268,0.173561,0.255905,0.071154,3.194274,0.514623,5.599572,0.343559,1.320697,C,0.319
0.209682,0.176086,0.16922,0.040882,6.871864,0.526656,5.503746,0.06149,9.410763,C,0.245
0.307568,0.183338,0.25938,0.039099,6.920362,0.512551,5.655844,0.557337,7.815305,C,0.159
0.201893,0.177969,0.261124,0.072264,6.948721,0.515197,5.582197,0.482069,9.886718,C,0.284
0.215289,0.172678,0.348302,0.071335,3.348419,0.344256,7.262674,0.332609,8.989069,C,0.316
0.207773,0.173297,0.250487,0.073569,5.142538,0.344852,7.293253,0.152632,2.962769,C,0.257
0.210592,0.26404300000000003,0.346021,0.072355,5.060846,0.344381,7.198458,0.488004,0.090849,C,0.192
0.313841,0.177236,0.175936,0.040476,7.066188,0.330533,7.227921,0.598817,6.261134,C,0.541
0.305055,0.17374,0.342882,0.0721,5.05019,0.526765,7.211907,0.293953,2.607328,C,0.522
0.416034,0.18284,0.26408,0.056159,6.74539,0.516879,7.258314,0.422364,3.006217,C,0.994
0.309909,0.166401,0.176872,0.039092,3.364404,0.714829,7.369336,0.353312,9.824545,C,0.281
0.31075,0.175038,0.180437,0.055371,3.122062,0.695224,7.184412,0.689094,9.381825,C,0.248
0.353731,0.232225,0.260424,0.056012,4.570785,0.456738,5.024011,0.363133,9.802677,C,0.683
0.31267,0.230674,0.23142,0.055252,5.271873,0.458334,5.099677,0.166344,9.813598,C,0.385
0.307134,0.226237,0.291934,0.04974,5.753531,0.45352,5.03993,0.212899,9.987068,C,0.43
0.348958,0.233791,0.226051,0.052592,4.665424,0.589838,5.058891,0.412492,9.894585,C,0.859
0.320421,0.236691,0.26183,0.055724,4.597971,0.570112,4.939673,0.690759,9.543692,C,0.389
0.269366,0.218795,0.300086,0.061893,4.58639,0.578883,5.068254,0.219157,7.145303,C,0.183
0.271496,0.228678,0.257243,0.056601,5.027638,0.596809,4.990386,0.419441,9.246181,C,0.115
0.265262,0.267183,0.285609,0.056424,5.128603,0.583587,5.107498,0.370289,8.492651,C,0.138
0.347806,0.22909,0.285523,0.06129,5.853718,0.586942,5.126282,0.153483,3.583247,C,0.954
0.360349,0.263123,0.2303,0.056162,4.426484,0.456282,5.71325,0.806768,3.10059,C,0.992
0.315495,0.262628,0.265653,0.055231,5.350436,0.453138,5.637533,0.286039,0.586447,C,0.777
0.314487,0.267022,0.230769,0.056312,5.677809,0.446172,5.431048,0.894523,5.487792,C,0.498
0.34928,0.260971,0.231118,0.056235,5.790417,0.458639,5.45977,0.63551,1.352027,C,0.983
0.27476,0.225401,0.288003,0.061402,4.51946,0.513555,5.524912,0.537741,9.562768,C,0.112
0.350585,0.259327,0.262914,0.049328,5.110827,0.520278,5.548142,0.430205,9.867584,C,0.995
0.351824,0.228159,0.265223,0.061502,5.146482,0.513869,5.429804,0.557136,3.779465,C,0.747
0.26712,0.286173,0.291024,0.051027,4.538185,0.595024,5.595671,0.173277,9.867766,C,0.65
0.277559,0.234724,0.229334,0.056546,4.534129,0.591633,5.7161,0.657707,4.515708,C,0.23
0.354911,0.257645,0.231667,0.056309,4.472304,0.588792,5.716074,0.407399,0.829776,C,0.993
